OrderID,Product,City,CustomerAge,Price,Quantity,Category,Sales
1134,Tablet,Multan,25.0,1181.31,1,Electronics,1181.31
1135,Speaker,Lahore,46.0,966.25,4,Accessories,3865.0
1136,Tablet,Lahore,43.0,1211.47,1,Electronics,1211.47
1137,Laptop,Lahore,27.0,1356.66,4,Electronics,5426.64
1138,Laptop,Islamabad,43.0,933.55,3,Electronics,2800.6499999999996
1139,Speaker,Multan,51.0,1471.08,1,Accessories,1471.08
1140,Laptop,Karachi,58.0,919.97,2,Electronics,1839.94
1141,Keyboard,Faisalabad,24.0,962.23,2,Accessories,1924.46
1142,Laptop,Karachi,21.0,841.13,4,Electronics,3364.52
1143,Smart Watch,Faisalabad,28.0,154.68,2,Wearables,309.36
1144,Keyboard,Karachi,46.0,1095.07,1,Accessories,1095.07
1145,Keyboard,Multan,53.0,830.22,2,Accessories,1660.44
1146,Speaker,Faisalabad,42.0,687.35,3,Accessories,2062.05
1147,Headphones,Islamabad,,1367.5,3,Accessories,4102.5
1148,Headphones,Karachi,53.0,460.98,4,Accessories,1843.92
1149,Laptop,Karachi,,794.93,1,Electronics,794.93
1150,Keyboard,Faisalabad,54.0,1052.51,3,Accessories,3157.5299999999997
1151,Headphones,Islamabad,26.0,1198.78,3,Accessories,3596.34
1152,Headphones,Islamabad,41.0,699.83,1,Accessories,699.83
1153,Laptop,Multan,52.0,1266.3,2,Electronics,2532.6
1154,Headphones,Islamabad,52.0,1158.0,2,Accessories,2316.0
1155,Tablet,Islamabad,53.0,118.03,4,Electronics,472.12
1156,Mobile Phone,Islamabad,35.0,87.87,2,Electronics,175.74
1157,Speaker,Lahore,56.0,938.79,1,Accessories,938.79
1158,Mobile Phone,Multan,49.0,534.17,3,Electronics,1602.5099999999998
1159,Laptop,Karachi,41.0,329.51,2,Electronics,659.02
1160,Smart Watch,Faisalabad,40.0,877.88,4,Wearables,3511.52
1161,Speaker,Karachi,49.0,525.51,2,Accessories,1051.02
1162,Laptop,Multan,54.0,815.15,1,Electronics,815.15
1163,Keyboard,Faisalabad,29.0,700.98,4,Accessories,2803.92
1164,Smart Watch,Multan,30.0,885.45,2,Wearables,1770.9
1165,Mobile Phone,Islamabad,40.0,612.44,4,Electronics,2449.76
1166,Laptop,Faisalabad,42.0,1052.55,1,Electronics,1052.55
1167,Keyboard,Islamabad,52.0,286.5,3,Accessories,859.5
1168,Speaker,Karachi,58.0,1050.82,1,Accessories,1050.82
1169,Speaker,Karachi,47.0,629.26,1,Accessories,629.26
1170,Camera,Faisalabad,34.0,1313.99,1,Electronics,1313.99
1171,Keyboard,Faisalabad,37.0,782.55,1,Accessories,782.55
1172,Tablet,Multan,42.0,1460.2,3,Electronics,4380.6
1173,Headphones,Multan,39.0,910.86,3,Accessories,2732.58
1174,Smart Watch,Islamabad,30.0,351.3,4,Wearables,1405.2
1175,Keyboard,Faisalabad,36.0,1236.25,2,Accessories,2472.5
1176,Camera,Karachi,53.0,530.72,3,Electronics,1592.16
1177,Headphones,Multan,29.0,534.48,3,Accessories,1603.44
1178,Headphones,Multan,58.0,67.07,2,Accessories,134.14
1179,Laptop,Karachi,36.0,832.1,3,Electronics,2496.3
1180,Headphones,Multan,29.0,810.95,1,Accessories,810.95
1181,Tablet,Islamabad,26.0,546.87,1,Electronics,546.87
1182,Speaker,Faisalabad,24.0,1343.44,2,Accessories,2686.88
1183,Camera,Karachi,45.0,210.55,4,Electronics,842.2
1184,Headphones,Faisalabad,31.0,508.55,4,Accessories,2034.2
1185,Laptop,Multan,48.0,495.94,2,Electronics,991.88
1186,Tablet,Multan,36.0,156.59,2,Electronics,313.18
1187,Mobile Phone,Karachi,33.0,732.1,1,Electronics,732.1
1188,Speaker,Islamabad,22.0,1037.92,4,Accessories,4151.68
1189,Speaker,Lahore,52.0,777.25,3,Accessories,2331.75
1190,Camera,Karachi,29.0,252.33,1,Electronics,252.33
1191,Speaker,Lahore,42.0,578.38,2,Accessories,1156.76
1192,Headphones,Lahore,38.0,23.84,4,Accessories,95.36
1193,Laptop,Islamabad,53.0,1305.09,3,Electronics,3915.2699999999995
1194,Speaker,Lahore,40.0,145.09,3,Accessories,435.27
1195,Speaker,Lahore,33.0,903.97,1,Accessories,903.97
1196,Mobile Phone,Islamabad,56.0,1479.66,4,Electronics,5918.64
1197,Mobile Phone,Lahore,,814.15,4,Electronics,3256.6
1198,Smart Watch,Lahore,56.0,1387.58,2,Wearables,2775.16
1199,Tablet,Lahore,31.0,369.45,4,Electronics,1477.8
1200,Headphones,Karachi,48.0,1144.73,4,Accessories,4578.92
